,xtf_id,Nummer,Bezeichnung,BetrieblicheBezeichnung,Laenge,Kantenhoehe,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_Stand,rHaltestelle,E,N,H,Name
24355,ch14uvag00228747,ch:1:sloid:92625:0:6323,J,00,,,20260325,,20260412,ch14uvag00039107,2507393.51156,1127077.40381,0,"Anières, Gravière"
24356,ch14uvag00249811,ch:1:sloid:92410:0:01,,01,,,20260327,,20260412,ch14uvag00059028,2692706.70635,1207686.54118,0,"Schwyz, Grundstrasse"
24357,ch14uvag00231738,ch:1:sloid:92631:0:487347,D,01,,,20260325,,20260412,ch14uvag00039570,2488736.93145,1114760.35999,0,"Avully, Touvière"
24358,ch14uvag00228745,ch:1:sloid:92624:0:894361,H,01,,,20260325,,20260412,ch14uvag00039099,2507409.62133,1124787.80364,0,"Anières, douane"
24360,ch14uvag00250674,ch:1:sloid:92384:0:15115,,01,,,20260327,,20260412,ch14uvag00046389,2579443.65911,1183754.02381,0,"Fribourg, Palme"
24362,ch14uvag00231727,ch:1:sloid:92630:0:407325,J,00,,,20260325,,20260412,ch14uvag00039569,2488572.02405,1113982.37277,0,"Avully, Gennecy"
24364,ch14uvag00251953,ch:1:sloid:92386:0:15122,,02,,,20260327,,20260412,ch14uvag00046392,2579340.07713,1183625.67851,0,"Fribourg, Petit-St-Jean"
24365,ch14uvag00249557,ch:1:sloid:92427:0:02,,02,,,20260327,,20260412,ch14uvag00063491,2677796.7878,1208683.14601,0,"Weggis, Lützelau"
24370,ch14uvag00249849,ch:1:sloid:92416:0:01,,01,,,20260327,,20260412,ch14uvag00059044,2692137.68163,1209225.42713,0,"Schwyz, Obermatt"
24371,ch14uvag00251421,ch:1:sloid:92388:0:15130,,02,,,20260327,,20260412,ch14uvag00046399,2579317.8724,1183915.83876,0,"Fribourg, Porte-de-Berne"
24374,ch14uvag00231731,ch:1:sloid:92627:0:253310,H,00,,,20260325,,20260412,ch14uvag00039564,2489252.37867,1113901.5896,0,"Avully, école"
24376,ch14uvag00286874,ch:1:sloid:92430:0:01,,01,,,20260327,,20260412,ch14uvag00063494,2675523.14764,1209514.28017,0,"Weggis, Paradiesweg"
24377,ch14uvag00229191,ch:1:sloid:92638:0:547854,A,03,,,20260325,,20260412,ch14uvag00039580,2489027.20496,1112639.32124,0,"Athenaz, Passeiry"
24378,ch14uvag00251338,ch:1:sloid:92393:0:15179,,02,,,20260327,,20260412,ch14uvag00062739,2577140.21014,1182317.39959,0,"Villars-sur-Glâne, Marteray"
24379,ch14uvag00249800,ch:1:sloid:92419:0:01,,01,,,20260327,,20260412,ch14uvag00059054,2692308.94078,1208672.14731,0,"Schwyz, St. Martinstrasse"
24380,ch14uvag00249816,ch:1:sloid:92414:0:01,,01,,,20260327,,20260412,ch14uvag00059035,2692254.96727,1208868.11068,0,"Schwyz, Lärchenweg/Kollegi"
24382,ch14uvag00249877,ch:1:sloid:92409:0:03,,03,,,20260327,,20260412,ch14uvag00059022,2692411.0745,1208607.01745,0,"Schwyz, Drei Könige"
24383,ch14uvag00241531,ch:1:sloid:92458:0:02,A,02,,,20260327,,20260412,ch14uvag00041030,2587845.0,1221324.0,0,"Biel/Bienne, Battenberg"
24384,ch14uvag00385491,ch:1:sloid:92412:0:01,,01,,,20260327,,20260412,ch14uvag00059031,2692732.49914,1208447.99508,0,"Schwyz, Hinterdorf"
24385,ch14uvag00249461,ch:1:sloid:92396:0:01,,01,,,20260327,,20260412,ch14uvag00049096,2691711.4821,1206385.8594,0,"Ibach, Husmatt"
24387,ch14uvag00237306,ch:1:sloid:7359:0:376404,,01,,,20260327,,20260412,ch14uvag00038799,2634537.0,1157050.0,0,Allmendhubel (Standseilbahn)
24388,ch14uvag00260739,ch:1:sloid:7337:0:768924,,02,,,20260327,,20260412,ch14uvag00225468,2723635.0,1121029.0,0,"Castione, Alle Cave"
24389,ch14uvag00288079,ch:1:sloid:7341::1,,01,,,20260327,,20260412,ch14uvag00225039,2652701.94781,1210284.57092,0,"Schachen LU, Industrie"
24392,ch14uvag00231729,ch:1:sloid:92629:0:922513,P,00,,,20260325,,20260412,ch14uvag00039568,2489332.10901,1114577.45791,0,"Avully, Printanière"
24393,ch14uvag00228698,ch:1:sloid:92628:0:966509,N,01,,,20260325,,20260412,ch14uvag00039567,2487825.6294,1112942.62482,0,"Avully, Martinet"
24395,ch14uvag00241546,ch:1:sloid:92457:0:01,B,01,,,20260327,,20260412,ch14uvag00041025,2586025.0,1220330.0,0,"Biel/Bienne, Bärenhof"
24398,ch14uvag00228612,ch:1:sloid:92639:0:574732,Q,01,,,20260325,,20260412,ch14uvag00039582,2490334.00704,1111231.7505,0,"Avusy, Sur-le-Moulin"
24400,ch14uvag00249462,ch:1:sloid:92397:0:01,,01,,,20260327,,20260412,ch14uvag00049098,2691752.63084,1206578.84194,0,"Ibach, Kieswerk"
24405,ch14uvag00386713,ch:1:sloid:92462:0:1911,B,03,,,20260327,,20260412,ch14uvag00041057,2586761.0,1222674.0,0,"Biel/Bienne, Fuchsenried"
24406,ch14uvag00241470,ch:1:sloid:92477:0:01,,01,,,20260327,,20260412,ch14uvag00041129,2585504.0,1221513.0,0,"Biel/Bienne, Spiegel/Miroir"
24408,ch14uvag00241418,ch:1:sloid:92463:0:01,,01,,,20260327,,20260412,ch14uvag00041058,2589247.0,1223231.0,0,"Biel/Bienne, Gassmann"
24409,ch14uvag00240952,ch:1:sloid:92476:0:01,,01,,,20260327,,20260412,ch14uvag00041119,2583161.0,1219869.0,0,"Biel/Bienne, Römergüetli"
24410,ch14uvag00241415,ch:1:sloid:92471:0:01,B,01,,,20260327,,20260412,ch14uvag00041099,2585739.0,1220872.0,0,"Biel/Bienne, Diamantstrasse/Rue des Diamants"
24411,ch14uvag00241373,ch:1:sloid:92478::924781,,01,,,20260327,,20260412,ch14uvag00042012,2586912.0,1219244.0,0,"Brügg BE, Brüggfeld"
24413,ch14uvag00241145,ch:1:sloid:92483:0:02,,02,,,20260327,,20260412,ch14uvag00054683,2585462.0,1219602.0,0,"Nidau, Milanweg/Chemin Milan"
24414,ch14uvag00227734,ch:1:sloid:92449:1:1,,01,,,20260327,,20260412,ch14uvag00050216,2631542.0,1249117.0,0,"Läufelfingen, Bahnhof"
24416,ch14uvag00241519,ch:1:sloid:92486:0:01,,01,,,20260327,,20260412,ch14uvag00056299,2585382.0,1218438.0,0,"Port, Porthof"
24417,ch14uvag00241008,ch:1:sloid:92482:0:01,,01,,,20260327,,20260412,ch14uvag00042019,2587840.0,1218943.0,0,"Brügg BE, Pfeid"
24420,ch14uvag00241514,ch:1:sloid:92456:0:02,,02,,,20260327,,20260412,ch14uvag00041023,2583351.0,1220016.0,0,"Biel/Bienne, Am Stutz"
24422,ch14uvag00241007,ch:1:sloid:92480:0:01,,01,,,20260327,,20260412,ch14uvag00042016,2587532.0,1218741.0,0,"Brügg BE, Mehrzweckhalle"
24423,ch14uvag00241136,ch:1:sloid:92481:0:01,B,01,,,20260327,,20260412,ch14uvag00042017,2586359.0,1218936.0,0,"Brügg BE, Mooswäldli"
24424,ch14uvag00241533,ch:1:sloid:92459:0:02,,02,,,20260327,,20260412,ch14uvag00041031,2584076.0,1220388.0,0,"Biel/Bienne, Beau-Rivage"
24426,ch14uvag00273320,ch:1:sloid:7329:0:174800,,02,,,20260327,,20260412,ch14uvag00225475,2750265.0,1264162.0,0,"Arbon, Bahnhof Ost"
24428,ch14uvag00231315,ch:1:sloid:92779:0:935484,J,01,,,20260325,,20260412,ch14uvag00046759,2500422.46078,1117144.23559,0,"Genève, Athénée"
24429,ch14uvag00228768,ch:1:sloid:92774:0:667885,E,00,,,20260325,,20260412,ch14uvag00046754,2499596.31202,1116512.84234,0,"Genève, Acacias"
24430,ch14uvag00241147,ch:1:sloid:92488:0:02,A,02,,,20260327,,20260412,ch14uvag00056300,2586129.0,1218479.0,0,"Port, Spittel"
24431,ch14uvag00240947,ch:1:sloid:92474:0:01,B,01,,,20260327,,20260412,ch14uvag00041105,2586587.0,1220862.0,0,"Biel/Bienne, Piasio"
24432,ch14uvag00241496,ch:1:sloid:92491:0:02,,02,,,20260327,,20260412,ch14uvag00062358,2589872.0,1226505.0,0,"Vauffelin, Les Oeuches"
24433,ch14uvag00241600,ch:1:sloid:92475:0:01,,01,,,20260327,,20260412,ch14uvag00041115,2586192.0,1222150.0,0,"Biel/Bienne, Ried"
24434,ch14uvag00241586,ch:1:sloid:92469:0:02,,02,,,20260327,,20260412,ch14uvag00041091,2585017.0,1220751.0,0,"Biel/Bienne, Museen/Musées"
24435,ch14uvag00240900,ch:1:sloid:92468:0:01,B,01,,,20260327,,20260412,ch14uvag00041093,2587234.0,1221703.0,0,"Biel/Bienne, Mühle/Moulin"
24437,ch14uvag00241021,ch:1:sloid:92490:0:01,,01,,,20260327,,20260412,ch14uvag00061784,2582141.0,1218680.0,0,"Tüscherz, Alfermée"
24438,ch14uvag00231489,ch:1:sloid:92773:0:14018,N,01,,,20260325,,20260412,ch14uvag00046918,2501485.43818,1117495.18555,0,"Genève, 31-Décembre"
24440,ch14uvag00228657,ch:1:sloid:92771:0:792150,Q,00,,,20260325,,20260412,ch14uvag00044097,2488148.9743,1118761.065,0,"Dardagny, Malval hameau"
24447,ch14uvag00240990,ch:1:sloid:92484:0:02,,02,,,20260327,,20260412,ch14uvag00055685,2583139.0,1223661.0,0,"Orvin, Sous les Roches"
24448,ch14uvag00241018,ch:1:sloid:92470:0:02,A,02,,,20260327,,20260412,ch14uvag00056298,2585494.0,1218737.0,0,"Port, Neumatt"
24449,ch14uvag00241005,ch:1:sloid:92479:0:02,A,02,,,20260327,,20260412,ch14uvag00042013,2586895.0,1218680.0,0,"Brügg BE, Brüggmoos"
24453,ch14uvag00226977,ch:1:sloid:90508::50,,50,,,20201213,,20260412,ch14uvag00042047,2690012.0,1252679.0,0,"Brüttisellen, Haldenbrücke"
24456,ch14uvag00231501,ch:1:sloid:92778:0:5804,L,03,,,20260325,,20260412,ch14uvag00046757,2501868.15946,1117243.12035,0,"Genève, Amandolier"
24457,ch14uvag00231658,ch:1:sloid:92813:0:99474,T,01,,,20260325,,20260412,ch14uvag00046794,2501180.04937,1115875.94601,0,"Genève, Crêts-de-Champel"
24459,ch14uvag00228656,ch:1:sloid:92770:0:221297,Q,01,,,20260325,,20260412,ch14uvag00044096,2488746.36528,1116538.76064,0,"Dardagny, Les Tilleuls"
24461,ch14uvag00231774,ch:1:sloid:92812:0:973994,W,00,,,20260325,,20260412,ch14uvag00046793,2499922.66824,1118139.80765,0,"Genève, Coutance"
24462,ch14uvag00230566,ch:1:sloid:92769:0:569343,I,00,,,20260325,,20260412,ch14uvag00044095,2489489.5745,1115457.20501,0,"La Plaine, Le Moulin"
24463,ch14uvag00238761,ch:1:sloid:7351:0:510422,,02,,,20260327,,20260412,ch14uvag00058882,2647960.0,1167654.0,0,Schreckfeld (Firstbahn)
24464,ch14uvag00237983,ch:1:sloid:7349:0:625715,,01,,,20260327,,20260412,ch14uvag00049237,2631568.0,1169637.001,0,Interlaken (Heimwehfluhbahn)
24465,ch14uvag00269557,ch:1:sloid:7339:0:508685,,02,,,20260327,,20260412,ch14uvag00225194,2719275.0,1112566.0,0,"S. Antonino, Matro"
24466,ch14uvag00236708,ch:1:sloid:92829:0:618983,B,03,,,20260325,,20260412,ch14uvag00046737,2501674.26153,1117314.70317,0,"Genève-Eaux-Vives, gare"
24467,ch14uvag00236029,ch:1:sloid:92785:0:711633,Z,01,,,20260325,,20260412,ch14uvag00046764,2499741.94006,1119163.60936,0,"Genève, Baulacre"
24469,ch14uvag00384603,ch:1:sloid:92780:0:1138,F,97,,,20260325,,20260412,ch14uvag00046760,2499967.2,1116439.7,0,"Genève, Augustins"
24470,ch14uvag00232025,ch:1:sloid:92792:0:712319,Q,00,,,20260325,,20260412,ch14uvag00046771,2500419.7152,1117341.15961,0,"Genève, Bourg-de-Four"
24471,ch14uvag00232063,ch:1:sloid:92776:0:121511,R,01,,,20260325,,20260412,ch14uvag00046755,2500842.51429,1115996.92034,0,"Genève, Gos"
24475,ch14uvag00231257,ch:1:sloid:92777:0:962138,O,00,,,20260325,,20260412,ch14uvag00046756,2500329.39275,1118331.23685,0,"Genève, Alpes"
24482,ch14uvag00231451,ch:1:sloid:92808:0:76852,D,01,,,20260325,,20260412,ch14uvag00046788,2498503.55594,1119944.31825,0,"Genève, Colladon"
24489,ch14uvag00232061,ch:1:sloid:92786:0:987131,H,00,,,20260325,,20260412,ch14uvag00046765,2500548.183,1116074.294,0,"Genève, Beau-Séjour"
24492,ch14uvag00231967,ch:1:sloid:92819:0:901868,M,02,,,20260325,,20260412,ch14uvag00046800,2499566.3518,1117017.69921,0,"Genève, Ecole-de-Médecine"
24493,ch14uvag00228900,ch:1:sloid:92833:0:133638,N,01,,,20260325,,20260412,ch14uvag00046812,2502415.64636,1117257.00851,0,"Chêne-Bougeries, Grange-Canal"
24494,ch14uvag00228898,ch:1:sloid:92823:0:374665,W,01,,,20260325,,20260412,ch14uvag00046804,2502211.71073,1116636.24971,0,"Genève, Florence"
24496,ch14uvag00231470,ch:1:sloid:92802:0:397881,V,01,,,20260325,,20260412,ch14uvag00046782,2498867.80126,1118276.99533,0,"Genève, Charmilles"
24499,ch14uvag00232072,ch:1:sloid:92803:0:32475,E,00,,,20260325,,20260412,ch14uvag00046798,2500654.58366,1119186.1052,0,"Genève, De-Chateaubriand"
24500,ch14uvag00263560,ch:1:sloid:7327:0:759779,,02,,,20260327,,20260412,ch14uvag00225410,2752619.21407,1260247.41318,0,"Goldach, Mühlegut"
24501,ch14uvag00231461,ch:1:sloid:92816:0:214289,G,00,,,20260325,,20260412,ch14uvag00046797,2499153.17493,1117944.7316,0,"Genève, Délices"
24505,ch14uvag00231253,ch:1:sloid:92797:0:902097,Q,01,,,20260325,,20260412,ch14uvag00046777,2498110.9343,1118068.92476,0,"Genève, Camille-Martin"
24510,ch14uvag00231442,ch:1:sloid:92826:0:631891,I,01,,,20260325,,20260412,ch14uvag00046808,2498191.90123,1118836.43699,0,"Genève, Franchises"
24514,ch14uvag00232094,ch:1:sloid:92798:0:971487,I,01,,,20260325,,20260412,ch14uvag00046778,2499331.63099,1119006.75502,0,"Genève, Canonnière"
24515,ch14uvag00236677,ch:1:sloid:92838:0:458555,O,00,,,20260325,,20260412,ch14uvag00046818,2500269.4443,1117444.84601,0,"Genève, Hôtel-de-Ville"
24516,ch14uvag00232026,ch:1:sloid:92799:0:952786,V,00,,,20260325,,20260412,ch14uvag00046779,2500366.78026,1117488.71284,0,"Genève, Cathédrale"
24520,ch14uvag00231771,ch:1:sloid:92801:0:413027,Q,00,,,20260325,,20260412,ch14uvag00046781,2500055.99314,1118237.53005,0,"Genève, Chantepoulet"
24521,ch14uvag00232075,ch:1:sloid:92830:0:719416,R,01,,,20260325,,20260412,ch14uvag00046810,2500587.8355,1118817.30251,0,"Genève, Gautier"
24522,ch14uvag00329182,ch:1:sloid:92805:0:445394,Z,96,,,20260325,,20260412,ch14uvag00046784,2500634.57113,1116930.06211,0,"Genève, Place Claparède"
24523,ch14uvag00235807,ch:1:sloid:92804:0:679730,R,00,,,20260325,,20260412,ch14uvag00046783,2499759.69263,1117420.19439,0,"Genève, Cirque"
24524,ch14uvag00231642,ch:1:sloid:92806:0:790181,M,00,,,20260325,,20260412,ch14uvag00046785,2501421.93536,1116219.41298,0,"Genève, Clinique Générale-Beaulieu"
24525,ch14uvag00231486,ch:1:sloid:92854:0:232126,G,00,,,20260325,,20260412,ch14uvag00046837,2501460.8038,1118045.46681,0,"Genève, Merle-d'Aubigné"
24527,ch14uvag00232057,ch:1:sloid:92842:0:760057,O,01,,,20260325,,20260412,ch14uvag00046822,2499064.22805,1116126.8653,0,"Carouge GE, Pictet-Thellusson"
24530,ch14uvag00232003,ch:1:sloid:92841:0:478048,T,00,,,20260325,,20260412,ch14uvag00046821,2499699.3443,1118093.88811,0,"Genève, Mercier"
24531,ch14uvag00383664,ch:1:sloid:92843:0:211,O,05,,,20260325,,20260412,ch14uvag00046823,2500497.2744,1119880.54447,0,"Genève, Jardin Botanique"
24532,ch14uvag00231649,ch:1:sloid:92853:0:240022,S,02,,,20260325,,20260412,ch14uvag00046836,2500219.2375,1116366.17651,0,"Genève, Maternité-Pédiatrie"
24534,ch14uvag00231889,ch:1:sloid:92852:0:960927,F,01,,,20260325,,20260412,ch14uvag00046835,2498560.86178,1120242.89967,0,"Genève, Maison des Parlements"
24537,ch14uvag00236718,ch:1:sloid:7368:0:750881,1,01,,,20260327,,20260412,ch14uvag00049238,2632644.0,1171177.001,0,Interlaken Harderbahn
24538,ch14uvag00268441,ch:1:sloid:7325:0:552609,,02,,,20260327,,20260412,ch14uvag00225513,2720794.0,1114096.0,0,"Camorino, Busciurina"
24540,ch14uvag00231301,ch:1:sloid:92825:0:223496,X,01,,,20260325,,20260412,ch14uvag00046807,2500249.45412,1119548.40701,0,"Genève, Maison de la Paix"
24542,ch14uvag00236416,ch:1:sloid:92855:0:507412,S,01,,,20260325,,20260412,ch14uvag00046838,2498491.7384,1119535.02727,0,"Genève, Mervelet"
24546,ch14uvag00231310,ch:1:sloid:92824:0:206355,S,00,,,20260325,,20260412,ch14uvag00046805,2500824.79927,1117011.72562,0,"Genève, Florissant"
24560,ch14uvag00266770,ch:1:sloid:72820:0:971197,,02,,,20260327,,20260412,ch14uvag00053268,2644941.0,1212753.0,0,"Menznau, Höhe"
24562,ch14uvag00231452,ch:1:sloid:92845:0:299428,E,02,,,20260325,,20260412,ch14uvag00046825,2498036.84232,1119790.86411,0,"Genève, Joli-Mont"
24563,ch14uvag00231273,ch:1:sloid:92850:0:933484,N,01,,,20260325,,20260412,ch14uvag00046832,2499613.10001,1118454.02011,0,"Genève, Lyon"
24564,ch14uvag00331291,ch:1:sloid:92860:0:92477,R,99,,,20260325,,20260412,ch14uvag00046842,2500987.0,1116170.0,0,"Genève, Miremont"
24565,ch14uvag00231455,ch:1:sloid:92890:0:143009,O,00,,,20260325,,20260412,ch14uvag00046874,2499429.89687,1118288.32751,0,"Genève, Prairie"
24566,ch14uvag00231972,ch:1:sloid:92846:0:595826,T,01,,,20260325,,20260412,ch14uvag00046827,2501358.31327,1116629.29445,0,"Genève, Krieg"
24567,ch14uvag00232099,ch:1:sloid:92889:0:190011,X,00,,,20260325,,20260412,ch14uvag00046873,2499314.59027,1118634.70903,0,"Genève, Poterie"
24568,ch14uvag00231974,ch:1:sloid:92810:0:415101,Q,00,,,20260325,,20260412,ch14uvag00046790,2501015.0467,1116906.75171,0,"Genève, Contamines"
24569,ch14uvag00231324,ch:1:sloid:92856:0:852722,M,00,,,20260325,,20260412,ch14uvag00046834,2500655.6448,1117696.02661,0,"Genève, Métropole"
24570,ch14uvag00231454,ch:1:sloid:92873:0:982612,D,01,,,20260325,,20260412,ch14uvag00046856,2499493.34596,1118004.78107,0,"Genève, Ormeaux"
24573,ch14uvag00231458,ch:1:sloid:92869:0:16675,F,01,,,20260325,,20260412,ch14uvag00046850,2499325.80292,1118161.33639,0,"Genève, Musée Voltaire"
24575,ch14uvag00278277,ch:1:sloid:7364:0:952862,1,01,,,20260327,,20260412,ch14uvag00049463,2641721.22689,1155272.12077,0,Jungfraujoch
24576,ch14uvag00237134,ch:1:sloid:7358:0:933910,,01,,,20260327,,20260412,ch14uvag00054341,2634835.0,1156684.0,0,Mürren (Allmendhubelbahn)
24578,ch14uvag00258516,ch:1:sloid:7340:0:512651,,01,,,20260327,,20260412,ch14uvag00225416,2719754.0,1112652.0,0,"S. Antonino, Vigana di sotto"
24579,ch14uvag00278543,ch:1:sloid:7363:0:160890,1,01,,,20260327,,20260412,ch14uvag00045015,2643808.37165,1157999.96191,0,Eismeer
24580,ch14uvag00232116,ch:1:sloid:92811:0:784692,N,01,,,20260325,,20260412,ch14uvag00046791,2498439.17277,1118033.82462,0,"Genève, Contrat-Social"
24582,ch14uvag00232114,ch:1:sloid:92844:0:617533,K,00,,,20260325,,20260412,ch14uvag00046824,2498617.74095,1117839.67685,0,"Genève, Jean-Jacques"
24587,ch14uvag00231468,ch:1:sloid:92858:0:844950,A,00,,,20260325,,20260412,ch14uvag00046840,2498811.17603,1117873.82178,0,"Genève, Miléant"
24589,ch14uvag00231288,ch:1:sloid:92878:0:665453,D,01,,,20260325,,20260412,ch14uvag00046863,2500760.65763,1116666.29806,0,"Genève-Champel, gare/Peschier"
24592,ch14uvag00232085,ch:1:sloid:92867:0:688095,M,00,,,20260325,,20260412,ch14uvag00046848,2499428.58297,1119556.7668,0,"Genève, Motta"
24595,ch14uvag00236418,ch:1:sloid:92874:0:585166,S,01,,,20260325,,20260412,ch14uvag00046859,2499296.4031,1117681.16851,0,"Genève, Palladium"
24600,ch14uvag00231282,ch:1:sloid:92861:0:808978,Z,01,,,20260325,,20260412,ch14uvag00046843,2499005.62152,1119636.04172,0,"Genève, Moillebeau"
24602,ch14uvag00231797,ch:1:sloid:92652:0:326577,E,00,,,20260325,,20260412,ch14uvag00040789,2493425.66097,1113261.31223,0,"Bernex, Cottenets"
24603,ch14uvag00231306,ch:1:sloid:92870:0:282140,D,03,,,20260325,,20260412,ch14uvag00046851,2501196.18341,1117107.93358,0,"Genève, Muséum"
24604,ch14uvag00232125,ch:1:sloid:92895:0:383792,L,01,,,20260325,,20260412,ch14uvag00046880,2500142.6677,1119922.75733,0,"Genève-Sécheron, gare"
24605,ch14uvag00231296,ch:1:sloid:92876:0:865750,F,01,,,20260325,,20260412,ch14uvag00046861,2501877.40646,1118325.38705,0,"Genève, Parc et Plage des Eaux-Vives"
24606,ch14uvag00230344,ch:1:sloid:92865:0:247713,F,00,,,20260325,,20260412,ch14uvag00046846,2501781.18191,1117641.35972,0,"Genève-Eaux-Vives, gare/Bloch"
24607,ch14uvag00236027,ch:1:sloid:92864:0:372352,H,01,,,20260325,,20260412,ch14uvag00046845,2500287.9547,1118172.96321,0,"Genève, Mont-Blanc"
24608,ch14uvag00231254,ch:1:sloid:92866:0:777527,V,01,,,20260325,,20260412,ch14uvag00046847,2500420.7848,1118458.76261,0,"Genève, Monthoux"
24610,ch14uvag00232043,ch:1:sloid:92642:0:200087,Y,01,,,20260325,,20260412,ch14uvag00039946,2497524.58531,1111658.28567,0,"Bardonnex, Feuillat"
24612,ch14uvag00236061,ch:1:sloid:92643:0:973919,B,01,,,20260325,,20260412,ch14uvag00039948,2499613.73222,1112242.30069,0,"Croix-de-Rozon, Route d'Annecy"
24616,ch14uvag00231850,ch:1:sloid:92654:0:776094,Q,00,,,20260325,,20260412,ch14uvag00040788,2494840.69749,1117376.76256,0,"Bernex, Chèvres"
24618,ch14uvag00231839,ch:1:sloid:92659:0:548555,Z,01,,,20260325,,20260412,ch14uvag00040796,2493914.63413,1115434.94456,0,"Bernex, Malpertuis"
24619,ch14uvag00231499,ch:1:sloid:92894:0:227488,P,01,,,20260325,,20260412,ch14uvag00046879,2501821.83808,1116858.74537,0,"Genève, Rieu"
24623,ch14uvag00231646,ch:1:sloid:92892:0:410163,C,00,,,20260325,,20260412,ch14uvag00046877,2500542.00301,1116230.42842,0,"Genève, Reverdin"
24629,ch14uvag00230089,ch:1:sloid:92655:0:637467,N,00,,,20260325,,20260412,ch14uvag00040792,2495387.28898,1117297.54196,0,"Bernex, Loëx Lanance"
24630,ch14uvag00234718,ch:1:sloid:79070:0:1,,01,,,20260327,,20260412,ch14uvag00054309,2609788.395,1192262.635,0,"Münsingen, Juraweg"
24633,ch14uvag00231297,ch:1:sloid:92871:0:171692,M,00,,,20260325,,20260412,ch14uvag00046854,2500527.8901,1118652.37884,0,"Genève, Navigation"
24635,ch14uvag00231318,ch:1:sloid:92881:0:820738,V,00,,,20260325,,20260412,ch14uvag00046866,2500230.20894,1116960.94903,0,"Genève, Philosophes"
24636,ch14uvag00231570,ch:1:sloid:92641:0:999826,C,00,,,20260325,,20260412,ch14uvag00039945,2499522.74251,1111794.3329,0,"Croix-de-Rozon, Evordes"
24639,ch14uvag00290469,ch:1:sloid:92660:0:689295,D,01,,,20260325,,20260412,ch14uvag00040797,2495222.69556,1115129.73104,0,"Bernex, P+R"
24640,ch14uvag00231764,ch:1:sloid:92673:0:253182,S,01,,,20260325,,20260412,ch14uvag00042707,2500121.19355,1114870.31915,0,"Carouge GE, Fillion"
24641,ch14uvag00231986,ch:1:sloid:92887:0:129244,T,02,,,20260325,,20260412,ch14uvag00046872,2499984.122,1116778.8,0,"Genève, Pont-d'Arve"
24642,ch14uvag00288963,ch:1:sloid:92885:0:758313,N,50,,,20260325,,20260412,ch14uvag00046868,2500077.34252,1117500.04479,0,"Genève, Place de Neuve"
24643,ch14uvag00231741,ch:1:sloid:92675:0:739477,N,01,,,20260325,,20260412,ch14uvag00042709,2499583.03648,1114634.6289,0,"Carouge GE, Grange-Collomb"
24646,ch14uvag00231294,ch:1:sloid:92886:0:481909,A,01,,,20260325,,20260412,ch14uvag00046871,2500778.25739,1116456.51635,0,"Genève-Champel, gare"
24647,ch14uvag00231192,ch:1:sloid:92647:0:23776,D,03,,,20260325,,20260412,ch14uvag00040357,2498872.74557,1122505.07046,0,"Grand-Saconnex, Le Nant"
24649,ch14uvag00274044,ch:1:sloid:7348:0:645608,,02,,,20260327,,20260412,ch14uvag00225489,2720563.0,1112983.0,0,"Vigana, Al Sècch"
24651,ch14uvag00235935,ch:1:sloid:92656:0:368726,S,01,,,20260325,,20260412,ch14uvag00040793,2494455.79675,1113410.43754,0,"Bernex, Lully village"
24654,ch14uvag00226533,ch:1:sloid:76041::51,,51,,,20201213,,20260412,ch14uvag00061044,2706937.0,1235400.0,0,"Tann, Härtiplatz"
24655,ch14uvag00231841,ch:1:sloid:92657:0:885935,V,01,,,20260325,,20260412,ch14uvag00040783,2494576.06346,1114694.20216,0,"Bernex, mairie"
24660,ch14uvag00231750,ch:1:sloid:92674:0:949150,J,00,,,20260325,,20260412,ch14uvag00042708,2500185.02298,1115597.99414,0,"Carouge GE, Fontenette"
24664,ch14uvag00232278,ch:1:sloid:92658:0:17684,J,01,,,20260325,,20260412,ch14uvag00040795,2492666.35573,1113368.57031,0,"Bernex, Maisonnette"
24665,ch14uvag00231574,ch:1:sloid:92640:0:65650,E,00,,,20260325,,20260412,ch14uvag00043946,2499384.24047,1111271.42282,0,"Croix-de-Rozon, place"
24669,ch14uvag00231836,ch:1:sloid:92663:0:632358,N,01,,,20260325,,20260412,ch14uvag00040803,2493920.00263,1114511.73888,0,"Bernex, Saule"
24671,ch14uvag00231845,ch:1:sloid:92665:0:318190,Z,01,,,20260325,,20260412,ch14uvag00040805,2495064.61492,1114954.89461,0,"Bernex, Vuillonnex"
24672,ch14uvag00231753,ch:1:sloid:92677:0:640300,D,00,,,20260325,,20260412,ch14uvag00042711,2499791.82457,1115546.06609,0,"Carouge GE, Marché"
24675,ch14uvag00380369,ch:1:sloid:92670:0:470775,V,04,,,20260325,,20260412,ch14uvag00042706,2499075.4,1114640.0,0,"Grand-Lancy, De-Staël"
24677,ch14uvag00236681,ch:1:sloid:92649:0:750275,K,00,,,20260325,,20260412,ch14uvag00040359,2499825.32964,1123643.27325,0,"Bellevue GE, Valavran"
24678,ch14uvag00231842,ch:1:sloid:92650:0:490224,W,00,,,20260325,,20260412,ch14uvag00040782,2494325.337,1114577.197,0,"Bernex, église"
24684,ch14uvag00290150,ch:1:sloid:78305:1:1,,01,,,20260327,,20260412,ch14uvag00041276,2614677.03681,1266860.5284,0,"Birsfelden, Sternenfeld"
24690,ch14uvag00329317,ch:1:sloid:92694:0:262568,S,02,,,20260325,,20260412,ch14uvag00042929,2503050.04495,1117121.7379,0,"Chêne-Bougeries, Grangettes"
